ID_TEXT,ID_TEXT,CIUDAD,TIPO,UNIVERSIDAD_EVALUADA_NACIONAL,PRESTIGIO DE LA INSTITUCIÓN,NIVEL ACADÉMICO,OFERTA ACADÉMICA (CARRERAS OFERTADAS),PROFESORES,PROGRAMAS DE BECAS,COSTO DE COLEGIATURA Y OPCIONES DE PAGO,"INSTALACIONES, AULAS Y LABORATORIOS",PLAN DE ESTUDIOS,AMBIENTE ESTUDIANTIL,ACREDITACIONES Y CERTIFICACIONES,UBICACIÓN DEL CAMPUS,MODALIDADES HÍBRIDAS (PRESENCIAL Y ONLINE),MODALIDADES ONLINE,VALORES INSTITUCIONALES
Entrevistado_980,Entrevistado_980,GUADALAJARA,Primera mención,UAG,7.0,8.0,7.8,6.0,6.4,10.0,5.0,6.5,7.7,6.4,7.5,10.0,7.3,6.9
Entrevistado_981,Entrevistado_981,LA PAZ,Primera mención,OTRAS1,9.0,6.0,7.8,8.0,3.0,5.8,6.4,6.5,7.7,6.4,7.5,10.0,7.3,6.9
Entrevistado_982,Entrevistado_982,GUADALAJARA,Primera mención,ITESO,9.0,6.0,7.8,8.0,6.4,10.0,6.4,10.0,10.0,6.4,7.5,7.3,7.3,6.9
Entrevistado_983,Entrevistado_983,GUADALAJARA,Primera mención,LA SALLE,9.0,8.0,4.0,8.0,6.4,4.0,6.4,6.5,7.7,8.0,7.5,7.3,7.3,7.0
Entrevistado_984,Entrevistado_984,TAPACHULA,Primera mención,OTRAS1,10.0,8.0,4.0,8.0,1.0,10.0,6.4,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_985,Entrevistado_985,MORELIA,Primera mención,OTRAS1,8.4,6.0,3.0,8.0,9.0,5.8,6.4,6.5,7.7,10.0,7.5,7.3,7.3,6.9
Entrevistado_986,Entrevistado_986,MONTERREY,Primera mención,ITESM,7.0,3.0,7.8,10.0,6.0,5.8,6.4,6.5,6.0,6.4,7.5,7.3,7.3,6.9
Entrevistado_987,Entrevistado_987,CULIACÁN,Primera mención,TECMILENIO,8.0,10.0,4.0,10.0,6.4,5.8,6.4,6.5,7.0,6.4,7.5,7.3,7.3,6.9
Entrevistado_988,Entrevistado_988,TIJUANA,Primera mención,OTRAS1,8.0,10.0,7.8,8.0,6.4,10.0,6.4,5.0,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_989,Entrevistado_989,GUADALAJARA,Primera mención,UAG,9.0,5.0,1.0,8.0,6.4,5.8,6.4,10.0,8.0,6.4,7.5,7.3,7.3,6.9
Entrevistado_990,Entrevistado_990,TIJUANA,Primera mención,OTRAS1,10.0,8.0,6.0,8.0,6.4,5.8,6.4,10.0,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_991,Entrevistado_991,VILLAHERMOSA,Primera mención,UVM,7.0,10.0,7.8,8.0,6.4,1.0,4.0,6.5,7.7,10.0,7.5,7.3,7.3,6.9
Entrevistado_992,Entrevistado_992,CD. OBREGÓN,Primera mención,LA SALLE,5.0,6.0,7.8,7.0,10.0,10.0,6.4,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_993,Entrevistado_993,GUADALAJARA,Primera mención,UNITEC,8.4,4.0,7.8,10.0,1.0,5.8,6.4,6.5,7.7,6.4,7.0,8.0,7.3,6.9
Entrevistado_994,Entrevistado_994,TEPIC,Primera mención,OTRAS1,10.0,7.0,10.0,8.0,6.4,5.8,5.0,6.5,7.7,6.4,7.5,7.3,6.0,6.9
Entrevistado_995,Entrevistado_995,VILLAHERMOSA,Primera mención,UVM,8.0,8.0,10.0,6.0,6.4,5.8,10.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_996,Entrevistado_996,MONTERREY,Primera mención,ITESM,8.4,8.0,8.0,7.0,10.0,5.8,7.0,6.5,7.7,6.4,7.5,7.3,10.0,6.9
Entrevistado_997,Entrevistado_997,TEPIC,Primera mención,OTRAS1,7.0,10.0,7.8,9.0,8.0,5.8,6.4,6.5,7.7,6.4,7.5,7.3,2.0,6.9
Entrevistado_998,Entrevistado_998,VILLAHERMOSA,Primera mención,UVM,10.0,7.0,7.8,10.0,6.4,6.0,6.4,6.5,7.7,6.4,7.5,7.3,7.3,8.0
Entrevistado_999,Entrevistado_999,CIUDAD DE MÉXICO,Primera mención,OTRAS1,8.4,8.0,10.0,7.0,10.0,4.0,6.4,6.5,7.7,6.4,7.5,7.3,10.0,6.9
Entrevistado_1000,Entrevistado_1000,MORELIA,Primera mención,OTRAS1,8.0,6.0,7.8,10.0,6.4,10.0,6.4,6.5,7.7,6.4,7.5,6.0,7.3,6.9
Entrevistado_1001,Entrevistado_1001,MEXICALI,Primera mención,UAD,9.0,10.0,7.0,6.0,6.4,5.8,6.4,6.5,7.7,6.4,7.5,10.0,7.3,6.9
Entrevistado_1002,Entrevistado_1002,AGUASCALIENTES,Primera mención,UVM,8.4,8.0,7.8,10.0,6.4,8.0,10.0,6.5,7.7,7.0,7.5,7.3,6.0,6.9
Entrevistado_1003,Entrevistado_1003,MONTERREY,Primera mención,ITESM,9.0,6.0,10.0,8.0,10.0,5.8,3.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1004,Entrevistado_1004,GUADALAJARA,Primera mención,OTRAS1,8.0,5.0,7.8,8.0,6.4,5.0,10.0,6.5,7.7,10.0,7.5,7.3,7.3,6.9
Entrevistado_1005,Entrevistado_1005,GUADALAJARA,Primera mención,UNIVA,8.4,8.0,2.0,8.0,6.4,9.0,9.0,6.5,7.7,6.4,7.5,7.3,6.0,6.9
Entrevistado_1006,Entrevistado_1006,MORELIA,Primera mención,OTRAS1,9.0,5.0,5.0,3.0,6.4,5.8,6.4,6.5,7.7,6.4,7.5,7.3,7.3,4.0
Entrevistado_1007,Entrevistado_1007,GUADALAJARA,Primera mención,UAG,10.0,5.0,7.8,8.0,10.0,9.0,6.4,6.5,7.7,6.4,7.5,7.3,10.0,6.9
Entrevistado_1008,Entrevistado_1008,GUADALAJARA,Primera mención,UP,6.0,8.0,10.0,8.0,6.4,4.0,9.0,6.5,7.7,6.4,7.5,7.3,10.0,6.9
Entrevistado_1009,Entrevistado_1009,CANCÚN,Primera mención,UNID,10.0,6.0,8.0,8.0,6.4,10.0,6.4,6.5,7.7,8.0,7.5,7.3,7.3,6.9
Entrevistado_1010,Entrevistado_1010,VILLAHERMOSA,Primera mención,OTRAS1,8.0,10.0,7.8,10.0,6.4,5.8,3.0,6.5,7.7,6.4,7.5,8.0,7.3,6.9
Entrevistado_1011,Entrevistado_1011,IRAPUATO,Primera mención,OTRAS1,8.0,8.0,7.8,10.0,10.0,5.8,6.4,6.5,7.0,6.4,7.5,10.0,7.3,6.9
Entrevistado_1012,Entrevistado_1012,CIUDAD DE MÉXICO,Primera mención,OTRAS1,6.0,8.0,7.8,8.0,1.0,5.8,10.0,6.5,7.7,9.0,6.0,7.3,7.3,6.9
Entrevistado_1013,Entrevistado_1013,GUADALAJARA,Primera mención,OTRAS1,7.0,8.0,4.0,8.0,10.0,10.0,6.4,6.5,5.0,6.4,7.5,7.3,7.3,6.9
Entrevistado_1014,Entrevistado_1014,LEÓN,Primera mención,OTRAS1,9.0,8.0,7.8,10.0,3.0,5.8,10.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1015,Entrevistado_1015,GUADALAJARA,Primera mención,OTRAS1,8.0,10.0,7.8,10.0,1.0,5.8,6.4,6.5,10.0,6.4,7.5,7.3,7.3,6.9
Entrevistado_1016,Entrevistado_1016,CULIACÁN,Primera mención,TECMILENIO,8.4,8.0,5.0,6.0,6.4,5.8,6.0,6.5,7.7,10.0,7.5,7.3,10.0,6.9
Entrevistado_1017,Entrevistado_1017,PUEBLA,Primera mención,OTRAS1,10.0,8.0,10.0,7.0,9.0,5.8,6.4,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1018,Entrevistado_1018,QUERÉTARO,Primera mención,UVM,9.0,10.0,7.8,8.0,6.4,10.0,6.4,6.5,10.0,6.0,7.5,7.3,7.3,6.9
Entrevistado_1019,Entrevistado_1019,VILLAHERMOSA,Primera mención,OTRAS1,10.0,10.0,4.0,8.0,8.0,5.8,6.4,6.5,7.7,6.4,7.5,7.3,10.0,6.9
Entrevistado_1020,Entrevistado_1020,MEXICALI,Primera mención,UAD,9.0,10.0,2.0,8.0,6.4,5.8,6.4,6.5,7.7,6.4,7.5,7.3,5.0,6.9
Entrevistado_1021,Entrevistado_1021,MAZATLÁN,Primera mención,OTRAS1,10.0,10.0,7.8,8.0,6.4,4.0,6.4,6.5,1.0,6.4,8.0,7.3,7.3,6.9
Entrevistado_1022,Entrevistado_1022,GUADALAJARA,Primera mención,UAG,10.0,8.0,7.8,8.0,6.0,5.8,6.4,6.5,10.0,7.0,7.5,7.3,7.3,6.9
Entrevistado_1023,Entrevistado_1023,TEPIC,Primera mención,OTRAS1,8.0,8.0,7.8,7.0,8.0,5.0,6.4,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1024,Entrevistado_1024,QUERÉTARO,Primera mención,ITESM,9.0,9.0,1.0,8.0,6.4,1.0,6.4,6.5,7.7,6.4,10.0,7.3,7.3,6.9
Entrevistado_1025,Entrevistado_1025,GUADALAJARA,Primera mención,UVM,7.0,8.0,6.0,8.0,10.0,5.8,6.4,6.0,7.7,6.4,7.5,7.3,7.3,6.0
Entrevistado_1026,Entrevistado_1026,MORELIA,Primera mención,OTRAS1,8.4,8.0,6.0,8.0,2.0,3.0,6.4,7.0,7.7,6.4,7.5,10.0,7.3,6.9
Entrevistado_1027,Entrevistado_1027,GUADALAJARA,Primera mención,ITESM,8.4,7.0,7.8,9.0,6.0,5.8,2.0,6.5,7.7,6.4,7.5,7.3,7.3,1.0
Entrevistado_1028,Entrevistado_1028,TEPIC,Primera mención,UNIVA,8.4,10.0,9.0,8.0,6.4,5.8,6.4,10.0,7.7,6.4,6.0,7.3,7.0,6.9
Entrevistado_1029,Entrevistado_1029,LEÓN,Primera mención,LA SALLE,7.0,8.0,5.0,10.0,6.4,10.0,3.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1030,Entrevistado_1030,GUADALAJARA,Primera mención,ITESM,8.4,8.0,7.8,7.0,6.0,5.8,6.4,6.5,10.0,6.4,7.5,6.0,6.0,6.9
Entrevistado_1031,Entrevistado_1031,GUADALAJARA,Primera mención,UAG,10.0,8.0,10.0,8.0,6.4,5.8,2.0,10.0,9.0,6.4,7.5,7.3,7.3,6.9
Entrevistado_1032,Entrevistado_1032,GUADALAJARA,Primera mención,ITESO,10.0,8.0,9.0,8.0,6.4,5.8,6.4,6.5,7.7,6.4,7.5,4.0,7.3,6.9
Entrevistado_1033,Entrevistado_1033,GUADALAJARA,Primera mención,UAG,7.0,8.0,7.8,8.0,6.4,10.0,10.0,7.0,7.7,6.4,7.0,7.3,7.3,6.9
Entrevistado_1034,Entrevistado_1034,VILLAHERMOSA,Primera mención,UVM,10.0,5.0,5.0,8.0,6.4,1.0,6.4,10.0,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1035,Entrevistado_1035,GUADALAJARA,Primera mención,OTRAS1,8.0,8.0,10.0,10.0,5.0,5.0,6.4,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1036,Entrevistado_1036,TEPIC,Primera mención,UNIVER,10.0,9.0,7.8,8.0,5.0,5.8,8.0,6.5,7.7,6.4,8.0,7.3,7.3,6.9
Entrevistado_1037,Entrevistado_1037,HERMOSILLO,Primera mención,OTRAS1,8.4,9.0,10.0,10.0,10.0,5.8,6.4,6.5,10.0,6.4,7.5,7.3,7.3,6.9
Entrevistado_1038,Entrevistado_1038,CULIACÁN,Primera mención,OTRAS1,8.4,4.0,7.8,10.0,6.4,5.8,6.4,10.0,7.7,3.0,7.5,7.3,7.3,5.0
Entrevistado_1039,Entrevistado_1039,CIUDAD DE MÉXICO,Primera mención,UNITEC,9.0,10.0,7.8,8.0,6.4,5.8,3.0,6.5,7.7,6.4,8.0,10.0,7.3,6.9
Entrevistado_1040,Entrevistado_1040,VILLAHERMOSA,Primera mención,UAG,9.0,8.0,10.0,8.0,6.4,5.8,10.0,6.5,5.0,6.4,7.5,6.0,7.3,6.9
Entrevistado_1041,Entrevistado_1041,COATZACOALCOS,Primera mención,OTRAS1,8.4,9.0,9.0,8.0,6.4,5.8,6.4,6.5,7.7,6.0,10.0,7.3,10.0,6.9
Entrevistado_1042,Entrevistado_1042,MORELIA,Primera mención,LA SALLE,7.0,8.0,5.0,1.0,10.0,5.8,6.4,6.5,7.7,1.0,7.5,7.3,7.3,6.9
Entrevistado_1043,Entrevistado_1043,TEPIC,Primera mención,UNIVER,8.0,9.0,10.0,10.0,6.4,5.8,10.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1044,Entrevistado_1044,AGUASCALIENTES,Primera mención,OTRAS1,8.0,8.0,9.0,9.0,6.4,1.0,7.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1045,Entrevistado_1045,CULIACÁN,Primera mención,OTRAS1,8.4,8.0,7.8,8.0,10.0,5.8,6.4,6.5,5.0,6.4,10.0,9.0,7.3,6.9
Entrevistado_1046,Entrevistado_1046,CIUDAD DE MÉXICO,Primera mención,OTRAS1,8.4,9.0,7.8,6.0,3.0,10.0,6.4,6.5,7.7,6.4,6.0,7.3,7.3,6.9
Entrevistado_1047,Entrevistado_1047,GUADALAJARA,Primera mención,UAG,8.4,8.0,7.8,10.0,6.4,5.0,6.4,6.5,8.0,6.4,7.5,6.0,10.0,6.9
Entrevistado_1048,Entrevistado_1048,HERMOSILLO,Primera mención,TECMILENIO,9.0,7.0,10.0,8.0,6.4,1.0,6.4,6.5,7.7,6.4,10.0,7.3,7.3,6.9
Entrevistado_1049,Entrevistado_1049,TUXTLA GUTIÉRREZ,Primera mención,OTRAS1,6.0,10.0,7.8,8.0,10.0,5.8,6.4,5.0,7.7,7.0,7.5,7.3,7.3,6.9
Entrevistado_1050,Entrevistado_1050,GUADALAJARA,Primera mención,UVM,6.0,8.0,8.0,10.0,6.4,5.8,6.4,6.5,7.7,6.4,7.0,7.3,7.3,6.9
Entrevistado_1051,Entrevistado_1051,MORELIA,Primera mención,UNIVA,8.4,8.0,4.0,8.0,7.0,5.8,10.0,6.5,7.7,6.4,7.5,8.0,8.0,6.9
Entrevistado_1052,Entrevistado_1052,TEPIC,Primera mención,OTRAS1,10.0,8.0,7.8,8.0,6.4,9.0,7.0,6.5,10.0,6.4,7.5,7.3,7.3,6.9
Entrevistado_1053,Entrevistado_1053,TEPIC,Primera mención,UNIVER,10.0,6.0,10.0,10.0,10.0,5.8,6.4,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1054,Entrevistado_1054,HERMOSILLO,Primera mención,ITESM,10.0,8.0,7.8,8.0,8.0,8.0,5.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1055,Entrevistado_1055,GUADALAJARA,Primera mención,UAG,8.4,8.0,7.8,10.0,4.0,6.0,9.0,6.5,7.7,6.4,7.5,9.0,7.3,6.9
Entrevistado_1056,Entrevistado_1056,GUADALAJARA,Primera mención,UAG,8.4,8.0,3.0,8.0,1.0,5.8,6.4,9.0,7.7,10.0,7.5,7.3,7.3,6.9
Entrevistado_1057,Entrevistado_1057,ZAMORA,Primera mención,OTRAS1,5.0,7.0,5.0,10.0,5.0,5.8,6.4,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1058,Entrevistado_1058,LEÓN,Primera mención,UNITEC,8.0,10.0,7.8,10.0,6.4,10.0,6.4,6.5,7.7,10.0,7.5,7.3,7.3,6.9
Entrevistado_1059,Entrevistado_1059,TUXTLA GUTIÉRREZ,Primera mención,OTRAS1,10.0,4.0,4.0,9.0,9.0,5.8,6.4,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1060,Entrevistado_1060,ENSENADA,Primera mención,OTRAS1,8.4,5.0,10.0,8.0,6.4,5.8,6.4,6.5,7.7,6.4,5.0,7.3,9.0,9.0
Entrevistado_1061,Entrevistado_1061,AGUASCALIENTES,Primera mención,UP,9.0,7.0,10.0,8.0,1.0,5.8,6.4,6.5,7.7,6.4,7.5,7.3,7.0,6.9
Entrevistado_1062,Entrevistado_1062,VILLAHERMOSA,Primera mención,UAG,8.0,8.0,1.0,8.0,6.4,10.0,8.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1063,Entrevistado_1063,GUADALAJARA,Primera mención,U.MARISTA,8.4,1.0,10.0,9.0,1.0,2.0,6.4,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1064,Entrevistado_1064,GUADALAJARA,Primera mención,UAG,10.0,8.0,10.0,8.0,6.4,5.8,6.4,6.5,7.7,6.4,7.5,4.0,7.3,8.0
Entrevistado_1065,Entrevistado_1065,LEÓN,Primera mención,OTRAS1,5.0,8.0,5.0,8.0,5.0,2.0,6.4,6.5,7.7,6.4,7.5,7.0,7.3,6.9
Entrevistado_1066,Entrevistado_1066,LOS MOCHIS,Primera mención,OTRAS1,10.0,8.0,7.8,8.0,6.4,6.0,6.4,6.5,7.7,9.0,7.5,8.0,7.3,6.9
Entrevistado_1067,Entrevistado_1067,GUADALAJARA,Primera mención,UAG,7.0,10.0,7.8,8.0,8.0,10.0,6.4,6.5,7.7,6.4,7.5,7.3,7.3,9.0
Entrevistado_1068,Entrevistado_1068,MORELIA,Primera mención,UNIVER,8.0,10.0,10.0,8.0,1.0,5.8,6.4,6.5,7.7,6.4,6.0,7.3,7.3,6.9
Entrevistado_1069,Entrevistado_1069,MONTERREY,Primera mención,ITESM,8.4,8.0,7.8,8.0,7.0,1.0,6.4,10.0,7.7,6.4,7.5,9.0,8.0,6.9
Entrevistado_1070,Entrevistado_1070,MEXICALI,Primera mención,UAD,10.0,9.0,5.0,8.0,6.4,5.0,6.4,6.5,7.7,6.4,7.5,1.0,7.3,6.9
Entrevistado_1071,Entrevistado_1071,GUADALAJARA,Primera mención,OTRAS1,8.0,6.0,7.8,8.0,7.0,5.8,6.4,6.0,7.7,6.4,7.5,2.0,7.3,6.9
Entrevistado_1072,Entrevistado_1072,GUADALAJARA,Primera mención,UAG,10.0,10.0,7.8,8.0,6.4,1.0,6.4,6.5,7.7,9.0,6.0,7.3,7.3,6.9
Entrevistado_1073,Entrevistado_1073,LEÓN,Primera mención,UNITEC,8.0,8.0,1.0,7.0,9.0,5.8,6.4,6.5,7.7,6.4,7.5,7.3,8.0,6.9
Entrevistado_1074,Entrevistado_1074,PUEBLA,Primera mención,OTRAS1,8.0,10.0,7.8,8.0,8.0,5.8,6.4,1.0,7.7,6.4,7.5,7.3,7.0,6.9
Entrevistado_1075,Entrevistado_1075,TIJUANA,Primera mención,OTRAS1,10.0,10.0,8.0,8.0,6.4,5.8,6.4,4.0,7.7,6.4,7.5,9.0,7.3,6.9
Entrevistado_1076,Entrevistado_1076,ZAMORA,Primera mención,UNIVA,9.0,8.0,6.0,10.0,6.4,5.0,6.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1077,Entrevistado_1077,GUADALAJARA,Primera mención,OTRAS1,8.0,7.0,7.8,6.0,6.4,5.0,10.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1078,Entrevistado_1078,MORELIA,Primera mención,UNID,10.0,7.0,2.0,8.0,1.0,5.8,6.4,6.5,7.7,6.4,7.5,7.3,7.3,3.0
Entrevistado_1079,Entrevistado_1079,MAZATLÁN,Primera mención,OTRAS1,6.0,6.0,6.0,8.0,1.0,5.8,10.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1080,Entrevistado_1080,GUADALAJARA,Primera mención,UAG,8.4,10.0,9.0,8.0,6.4,1.0,2.0,6.5,7.7,5.0,7.5,7.3,7.3,6.9
Entrevistado_1081,Entrevistado_1081,CIUDAD DE MÉXICO,Primera mención,ITESM,8.4,8.0,7.0,5.0,7.0,7.0,6.4,6.5,7.7,2.0,7.5,7.3,7.3,6.9
Entrevistado_1082,Entrevistado_1082,GUADALAJARA,Primera mención,UAG,10.0,7.0,7.8,8.0,10.0,5.8,6.4,6.5,7.7,6.4,7.5,1.0,8.0,6.9
Entrevistado_1083,Entrevistado_1083,LEÓN,Primera mención,OTRAS1,8.0,8.0,10.0,10.0,1.0,5.8,6.4,6.5,7.7,6.4,7.5,5.0,7.3,6.9
Entrevistado_1084,Entrevistado_1084,GUADALAJARA,Primera mención,OTRAS1,6.0,8.0,9.0,8.0,6.4,5.8,9.0,6.5,7.7,6.4,8.0,7.3,3.0,6.9
Entrevistado_1085,Entrevistado_1085,GUADALAJARA,Primera mención,UAG,10.0,8.0,7.8,10.0,5.0,5.8,6.4,3.0,7.7,9.0,7.5,7.3,7.3,6.9
Entrevistado_1086,Entrevistado_1086,LEÓN,Primera mención,ITESM,8.0,4.0,10.0,8.0,1.0,5.8,6.4,6.5,7.7,4.0,7.5,7.3,7.3,6.9
Entrevistado_1087,Entrevistado_1087,QUERÉTARO,Primera mención,UVM,7.0,8.0,7.8,8.0,6.4,10.0,6.4,9.0,7.7,6.4,7.5,7.0,1.0,6.9
Entrevistado_1088,Entrevistado_1088,GUADALAJARA,Primera mención,ITESM,10.0,8.0,10.0,8.0,3.0,5.8,10.0,6.5,7.7,6.4,7.5,7.3,8.0,6.9
Entrevistado_1089,Entrevistado_1089,MÉRIDA,Primera mención,ANÁHUAC,6.0,8.0,9.0,8.0,2.0,5.8,4.0,6.5,7.7,5.0,7.5,7.3,7.3,6.9
Entrevistado_1090,Entrevistado_1090,TAPACHULA,Primera mención,OTRAS1,8.4,8.0,10.0,8.0,6.4,1.0,5.0,6.5,7.7,6.4,7.5,7.3,10.0,6.9
Entrevistado_1091,Entrevistado_1091,VILLAHERMOSA,Primera mención,OTRAS1,7.0,8.0,7.8,3.0,9.0,5.8,6.4,6.5,7.7,8.0,7.5,7.3,7.3,6.9
Entrevistado_1092,Entrevistado_1092,GUADALAJARA,Primera mención,ITESO,6.0,10.0,7.8,8.0,6.4,5.8,6.4,9.0,10.0,6.4,7.5,7.3,7.3,6.9
Entrevistado_1093,Entrevistado_1093,TUXTLA GUTIÉRREZ,Primera mención,OTRAS1,10.0,10.0,7.8,8.0,8.0,1.0,6.4,6.5,7.7,2.0,7.5,7.3,7.3,6.9
Entrevistado_1094,Entrevistado_1094,GUADALAJARA,Primera mención,UAG,8.0,8.0,3.0,8.0,6.4,5.8,10.0,6.5,6.0,6.4,7.5,7.3,9.0,6.9
Entrevistado_1095,Entrevistado_1095,GUADALAJARA,Primera mención,UAG,10.0,8.0,7.8,10.0,1.0,5.8,6.4,6.5,7.7,6.4,7.5,3.0,7.3,6.9
Entrevistado_1096,Entrevistado_1096,HERMOSILLO,Primera mención,TECMILENIO,9.0,8.0,9.0,8.0,6.4,5.8,6.4,6.5,7.7,6.4,7.5,7.3,1.0,6.0
Entrevistado_1097,Entrevistado_1097,MORELIA,Primera mención,OTRAS1,7.0,3.0,4.0,9.0,6.4,5.8,6.4,6.5,7.7,1.0,7.5,7.3,7.3,6.9
Entrevistado_1098,Entrevistado_1098,GUADALAJARA,Primera mención,UVM,9.0,9.0,7.8,10.0,6.4,5.8,1.0,9.0,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1099,Entrevistado_1099,AGUASCALIENTES,Primera mención,OTRAS1,10.0,8.0,7.0,8.0,6.4,5.8,6.4,4.0,7.7,10.0,7.5,7.3,5.0,6.9
Entrevistado_1100,Entrevistado_1100,MORELIA,Primera mención,UNID,8.4,8.0,4.0,8.0,6.0,9.0,5.0,6.5,7.7,6.4,7.5,7.3,10.0,6.9
Entrevistado_1101,Entrevistado_1101,GUADALAJARA,Primera mención,UAG,10.0,8.0,10.0,10.0,6.4,5.8,9.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1102,Entrevistado_1102,GUADALAJARA,Primera mención,OTRAS1,8.0,8.0,7.8,8.0,10.0,5.8,6.4,6.5,10.0,6.4,7.5,10.0,7.3,6.9
Entrevistado_1103,Entrevistado_1103,QUERÉTARO,Primera mención,ANÁHUAC,9.0,10.0,7.8,6.0,6.4,5.8,4.0,6.5,7.7,7.0,7.5,7.3,7.3,6.9
Entrevistado_1104,Entrevistado_1104,LEÓN,Primera mención,OTRAS1,6.0,8.0,10.0,4.0,6.4,5.8,1.0,6.5,10.0,6.4,7.5,7.3,7.3,6.9
Entrevistado_1105,Entrevistado_1105,PUEBLO NUEVO,Primera mención,OTRAS1,8.4,10.0,7.8,6.0,6.4,10.0,6.4,9.0,7.7,6.4,7.5,10.0,7.3,6.9
Entrevistado_1106,Entrevistado_1106,GUADALAJARA,Primera mención,UAG,6.0,5.0,4.0,6.0,10.0,5.8,6.4,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1107,Entrevistado_1107,AGUASCALIENTES,Primera mención,OTRAS1,10.0,10.0,7.8,8.0,6.4,1.0,6.0,6.5,10.0,6.4,7.5,7.3,7.3,6.9
Entrevistado_1108,Entrevistado_1108,GUADALAJARA,Primera mención,UAG,9.0,5.0,2.0,8.0,6.4,10.0,6.4,6.5,7.7,6.4,7.5,9.0,7.3,6.9
Entrevistado_1109,Entrevistado_1109,COATZACOALCOS,Primera mención,OTRAS1,9.0,9.0,3.0,8.0,1.0,5.8,6.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1110,Entrevistado_1110,HERMOSILLO,Primera mención,UVM,8.4,8.0,7.0,8.0,7.0,4.0,8.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1111,Entrevistado_1111,MORELIA,Primera mención,OTRAS1,8.4,8.0,10.0,10.0,6.4,5.8,6.4,6.5,7.7,4.0,9.0,7.0,7.3,6.9
Entrevistado_1112,Entrevistado_1112,VILLAHERMOSA,Primera mención,UVM,8.0,9.0,7.8,8.0,1.0,5.8,5.0,6.5,7.7,6.4,7.5,7.3,10.0,6.9
Entrevistado_1113,Entrevistado_1113,COATZACOALCOS,Primera mención,OTRAS1,9.0,8.0,9.0,8.0,6.4,4.0,6.4,6.5,10.0,6.4,7.5,7.3,4.0,6.9
Entrevistado_1114,Entrevistado_1114,TEPIC,Primera mención,UAG,5.0,5.0,8.0,8.0,6.4,5.8,6.4,6.5,7.7,6.4,10.0,7.3,7.3,6.0
Entrevistado_1115,Entrevistado_1115,COATZACOALCOS,Primera mención,UNID,9.0,10.0,6.0,9.0,6.4,5.8,6.4,6.5,7.7,6.4,7.5,10.0,7.3,6.9
Entrevistado_1116,Entrevistado_1116,HERMOSILLO,Primera mención,TECMILENIO,7.0,10.0,7.8,10.0,6.4,5.8,6.4,6.5,7.7,6.4,10.0,10.0,7.3,6.9
Entrevistado_1117,Entrevistado_1117,CIUDAD DE MÉXICO,Primera mención,UNITEC,8.4,10.0,7.8,7.0,2.0,10.0,10.0,6.5,7.7,6.4,7.5,7.3,7.3,6.9
Entrevistado_1118,Entrevistado_1118,GUADALAJARA,Primera mención,OTRAS1,9.0,8.0,8.0,8.0,6.4,3.0,6.0,6.5,7.7,6.4,7.5,8.0,7.3,6.9
Entrevistado_1119,Entrevistado_1119,MORELIA,Primera mención,OTRAS1,8.0,7.0,7.8,10.0,6.4,5.8,10.0,6.5,7.7,6.4,7.5,7.3,8.0,6.9
Entrevistado_1120,Entrevistado_1120,LEÓN,Primera mención,UNITEC,10.0,8.0,7.0,8.0,5.0,4.0,6.4,6.5,7.0,6.4,7.5,7.3,7.3,6.9
